ID,Departamento,Categoria_Planta,Tipo_Planta,Temperatura_C,Humedad_Relativa_pct,Horas_Luz_Solar,pH_Suelo,Tipo_Suelo,Fertilidad_Suelo,Crecimiento_cm_semana,Cond_Temperatura,Cond_Humedad,Cond_Luz_Solar,Cond_pH,Cond_Suelo,Cond_Fertilidad,Condiciones_Optimas_Total,Estado_Crecimiento
460,Meta,Hortaliza,Zanahoria,12.1,77.1,6.0,6.5,Limoso,Media,65.93,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
461,Córdoba,Cultivo Agrícola,Papa,12.4,87.0,5.3,5.67,Franco-Arcilloso,Baja,48.29,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Bueno
462,Cundinamarca,Hortaliza,Lechuga,27.1,37.4,3.8,5.59,Franco,Alta,27.57,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Regular
463,Cundinamarca,Cultivo Agrícola,Maíz,21.9,67.4,8.1,6.13,Arcilloso,Baja,45.46,Óptima,Óptima,Óptima,Óptima,No óptimo,Baja,4,Bueno
464,Santander,Cultivo Agrícola,Frijol,19.9,84.5,10.2,7.87,Arcilloso,Alta,20.56,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
465,Boyacá,Hortaliza,Pimentón,26.8,48.5,5.5,6.33,Franco,Media,57.51,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
466,Sucre,Hortaliza,Cebolla,29.0,65.0,11.6,6.29,Franco-Arcilloso,Baja,7.09,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
467,Antioquia,Hortaliza,Pimentón,29.5,73.9,9.9,6.69,Limoso,Baja,58.49,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
468,Santander,Planta Tropical,Cacao,20.8,94.3,8.6,5.17,Franco,Media,50.86,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
469,Meta,Hortaliza,Pimentón,29.8,53.6,11.6,6.43,Limoso,Alta,24.24,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
470,Cesar,Cultivo Agrícola,Sorgo,27.3,56.2,14.0,5.41,Arenoso,Media,5.96,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Regular
471,Cesar,Planta Tropical,Café,13.4,68.4,4.8,5.26,Arenoso,Media,19.35,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
472,Antioquia,Planta Tropical,Cacao,27.1,80.7,3.7,6.73,Arenoso,Media,9.4,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
473,Tolima,Cultivo Agrícola,Sorgo,25.6,69.7,8.7,5.59,Franco-Arcilloso,Media,14.87,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
474,Meta,Planta Tropical,Plátano,21.7,72.8,7.7,7.27,Franco-Arcilloso,Alta,17.19,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
475,Boyacá,Cultivo Agrícola,Arroz,39.5,62.8,7.2,4.73,Arcilloso,Media,30.08,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,2,Malo
476,Tolima,Cultivo Agrícola,Frijol,18.1,59.7,5.1,6.97,Arcilloso,Media,22.9,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Regular
477,Antioquia,Hortaliza,Cebolla,13.8,47.8,7.9,5.91,Limoso,Alta,39.81,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
478,Cauca,Cultivo Agrícola,Sorgo,32.2,29.9,5.8,5.52,Franco,Baja,4.35,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Malo
479,Bolívar,Planta Tropical,Plátano,30.1,75.5,11.8,5.77,Arcilloso,Alta,50.74,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Excelente
480,Bolívar,Cultivo Agrícola,Arroz,36.4,55.9,9.6,5.02,Franco,Alta,11.71,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
481,Cauca,Planta Tropical,Plátano,20.8,60.0,12.1,5.06,Limoso,Media,4.96,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
482,Cesar,Planta Tropical,Cacao,22.3,73.5,3.7,7.43,Franco-Arcilloso,Alta,26.03,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
483,Sucre,Cultivo Agrícola,Trigo,24.4,68.0,13.7,6.48,Franco,Baja,14.12,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
484,Santander,Cultivo Agrícola,Sorgo,26.4,33.8,6.9,5.94,Franco-Arcilloso,Baja,6.3,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Regular
485,Tolima,Hortaliza,Zanahoria,29.3,80.6,10.6,6.99,Limoso,Alta,32.14,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
486,Valle del Cauca,Hortaliza,Pepino,15.4,69.3,6.0,5.62,Limoso,Media,48.98,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
487,Meta,Hortaliza,Tomate,30.9,82.9,11.9,5.44,Arcilloso,Alta,19.68,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,2,Malo
488,Magdalena,Planta Tropical,Palma,28.7,60.4,7.8,6.41,Franco-Arcilloso,Baja,11.01,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Baja,4,Bueno
489,Meta,Planta Tropical,Cacao,31.0,91.5,9.6,5.44,Arenoso,Alta,25.37,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
490,Huila,Cultivo Agrícola,Frijol,25.7,66.9,6.8,7.65,Franco,Media,15.1,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
491,Bolívar,Planta Tropical,Plátano,34.4,87.1,9.7,6.0,Franco-Arcilloso,Media,81.47,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
492,Bolívar,Cultivo Agrícola,Papa,19.6,50.3,11.5,6.11,Franco-Arcilloso,Alta,53.02,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
493,Córdoba,Hortaliza,Pimentón,21.0,84.3,5.4,7.9,Arcilloso,Media,30.93,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
494,Antioquia,Cultivo Agrícola,Arroz,35.4,72.7,4.3,4.53,Franco,Baja,16.62,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,2,Regular
495,Cesar,Planta Tropical,Caña de azúcar,29.2,54.4,6.5,6.39,Franco-Arcilloso,Media,39.16,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
496,Boyacá,Cultivo Agrícola,Papa,23.7,87.7,10.1,4.67,Arcilloso,Baja,2.55,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Baja,0,Malo
497,Córdoba,Cultivo Agrícola,Arroz,34.7,69.0,10.6,5.15,Arenoso,Baja,7.4,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,2,Regular
498,Antioquia,Planta Tropical,Palma,37.2,93.0,11.7,4.5,Arenoso,Baja,22.34,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
499,Cauca,Cultivo Agrícola,Maíz,30.9,51.9,6.2,5.18,Arenoso,Media,59.48,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Bueno
500,Cundinamarca,Hortaliza,Cebolla,12.4,72.5,7.5,7.06,Arcilloso,Media,28.11,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
501,Boyacá,Planta Tropical,Cacao,32.3,94.5,8.2,6.51,Arcilloso,Media,29.6,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
502,Nariño,Planta Tropical,Café,16.3,85.2,9.1,5.5,Arcilloso,Baja,9.73,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,1,Malo
503,Huila,Planta Tropical,Plátano,18.1,76.1,6.1,7.05,Limoso,Alta,16.7,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
504,Antioquia,Cultivo Agrícola,Papa,12.0,66.9,12.8,6.48,Arenoso,Media,46.3,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Regular
505,Valle del Cauca,Hortaliza,Cebolla,23.3,84.7,7.8,7.19,Arenoso,Media,45.64,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
506,Santander,Hortaliza,Cebolla,10.9,77.7,5.1,6.78,Franco,Alta,4.71,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
507,Tolima,Planta Tropical,Cacao,20.0,67.8,4.3,5.63,Limoso,Alta,19.54,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
508,Valle del Cauca,Hortaliza,Pepino,25.1,84.8,11.7,6.61,Franco-Arcilloso,Media,35.31,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
509,Bolívar,Hortaliza,Tomate,16.1,87.5,6.9,5.78,Arenoso,Media,7.34,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
510,Bolívar,Cultivo Agrícola,Trigo,9.4,72.0,6.0,7.95,Franco-Arcilloso,Media,31.77,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
511,Sucre,Cultivo Agrícola,Arroz,27.3,78.9,9.7,6.56,Arcilloso,Alta,25.86,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Regular
512,Magdalena,Planta Tropical,Cacao,28.4,92.1,7.5,6.16,Limoso,Baja,37.9,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Regular
513,Cesar,Hortaliza,Zanahoria,15.6,72.1,8.8,6.74,Arenoso,Media,28.23,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Bueno
514,Magdalena,Hortaliza,Pimentón,31.4,57.1,11.2,5.56,Arcilloso,Media,13.29,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
515,Nariño,Hortaliza,Cebolla,12.5,54.3,5.7,5.87,Franco,Baja,9.31,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,2,Malo
516,Nariño,Planta Tropical,Plátano,24.9,64.5,9.1,6.45,Arcilloso,Alta,33.29,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
517,Cesar,Planta Tropical,Yuca,29.4,45.8,6.5,7.25,Arcilloso,Baja,10.54,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Baja,1,Malo
518,Magdalena,Hortaliza,Zanahoria,28.4,42.5,6.1,6.16,Franco-Arcilloso,Alta,61.67,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
519,Cauca,Hortaliza,Lechuga,27.2,57.2,6.9,6.2,Arcilloso,Media,26.45,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
520,Meta,Planta Tropical,Palma,34.7,92.5,13.9,6.37,Limoso,Alta,37.23,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
521,Huila,Cultivo Agrícola,Maíz,15.2,57.1,10.1,6.13,Franco-Arcilloso,Media,41.87,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Regular
522,Boyacá,Planta Tropical,Palma,20.4,81.8,9.4,4.08,Limoso,Baja,27.79,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
523,Córdoba,Planta Tropical,Palma,30.9,91.3,7.7,6.89,Franco,Media,37.41,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
524,Cauca,Hortaliza,Cebolla,7.0,37.0,13.8,6.11,Franco,Alta,39.66,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
525,Meta,Hortaliza,Lechuga,19.2,71.6,9.2,7.45,Arenoso,Media,11.2,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Regular
526,Santander,Hortaliza,Pimentón,19.2,80.8,10.4,6.48,Arenoso,Media,69.22,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Excelente
527,Nariño,Cultivo Agrícola,Trigo,24.6,76.6,6.6,6.58,Arcilloso,Alta,11.94,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Regular
528,Valle del Cauca,Hortaliza,Pepino,25.4,82.4,12.5,6.76,Arcilloso,Media,24.18,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
529,Cundinamarca,Hortaliza,Lechuga,21.3,44.6,3.7,6.56,Arcilloso,Media,25.98,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
530,Valle del Cauca,Planta Tropical,Cacao,28.0,62.5,5.0,6.35,Limoso,Media,72.57,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
531,Sucre,Hortaliza,Pepino,29.9,54.2,8.0,6.22,Franco,Media,15.43,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
532,Huila,Cultivo Agrícola,Frijol,16.3,75.3,5.7,5.71,Limoso,Media,20.55,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
533,Huila,Planta Tropical,Caña de azúcar,24.7,96.3,13.3,6.51,Franco,Media,24.54,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
534,Nariño,Cultivo Agrícola,Sorgo,30.7,69.4,9.4,5.26,Franco-Arcilloso,Media,26.02,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
535,Santander,Planta Tropical,Cacao,25.7,74.3,2.6,4.82,Limoso,Baja,21.85,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,3,Regular
536,Tolima,Planta Tropical,Yuca,30.4,41.6,5.3,4.66,Franco-Arcilloso,Media,21.07,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
537,Antioquia,Cultivo Agrícola,Arroz,22.6,74.0,3.4,5.62,Arcilloso,Media,10.98,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Regular
538,Bolívar,Planta Tropical,Caña de azúcar,21.8,67.2,13.9,7.61,Arcilloso,Alta,8.72,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
539,Cundinamarca,Cultivo Agrícola,Frijol,30.7,69.3,6.6,6.0,Arenoso,Media,12.51,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
540,Córdoba,Hortaliza,Pimentón,32.1,70.5,9.9,6.12,Franco-Arcilloso,Baja,33.66,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
541,Nariño,Planta Tropical,Caña de azúcar,38.7,85.9,9.8,7.58,Limoso,Baja,21.25,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
542,Meta,Planta Tropical,Café,25.2,86.1,3.3,5.84,Arenoso,Alta,9.96,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
543,Boyacá,Hortaliza,Lechuga,12.8,45.1,10.3,7.02,Arenoso,Media,9.08,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
544,Cesar,Cultivo Agrícola,Trigo,29.9,54.8,7.3,6.61,Franco-Arcilloso,Baja,54.63,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
545,Cundinamarca,Cultivo Agrícola,Frijol,30.4,75.4,6.9,5.52,Arcilloso,Alta,28.08,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,2,Malo
546,Magdalena,Cultivo Agrícola,Papa,6.9,91.8,10.8,6.84,Arcilloso,Media,5.1,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
547,Huila,Cultivo Agrícola,Maíz,19.2,69.5,12.3,7.49,Arenoso,Alta,8.27,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
548,Antioquia,Planta Tropical,Yuca,23.6,89.1,10.8,6.65,Franco,Media,54.57,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
549,Sucre,Cultivo Agrícola,Papa,18.1,87.5,10.7,5.76,Franco,Media,13.41,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
550,Magdalena,Hortaliza,Pimentón,28.3,51.4,5.5,6.25,Arcilloso,Media,9.49,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Regular
551,Sucre,Cultivo Agrícola,Papa,16.7,78.7,4.1,5.22,Limoso,Media,62.8,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Bueno
552,Tolima,Planta Tropical,Café,23.6,51.7,4.9,6.95,Arenoso,Media,44.07,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
553,Valle del Cauca,Hortaliza,Cebolla,19.3,70.9,9.0,7.85,Limoso,Media,63.42,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
554,Nariño,Hortaliza,Pepino,16.4,46.5,11.5,7.19,Arcilloso,Alta,2.71,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
555,Cesar,Hortaliza,Cebolla,18.8,49.5,9.2,7.64,Franco-Arcilloso,Baja,53.58,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Bueno
556,Magdalena,Planta Tropical,Caña de azúcar,21.7,54.1,8.0,7.82,Franco-Arcilloso,Baja,12.36,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
557,Cundinamarca,Planta Tropical,Cacao,33.8,75.7,7.7,7.45,Arenoso,Media,6.8,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
558,Santander,Hortaliza,Pepino,14.5,83.7,6.2,6.17,Franco-Arcilloso,Alta,8.83,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
559,Magdalena,Cultivo Agrícola,Frijol,24.4,40.6,9.5,6.92,Arenoso,Media,55.46,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
560,Huila,Planta Tropical,Cacao,22.7,82.7,9.4,7.39,Limoso,Media,46.03,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Regular
561,Valle del Cauca,Cultivo Agrícola,Trigo,9.4,61.9,7.5,6.2,Franco,Alta,37.08,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
562,Tolima,Hortaliza,Tomate,23.2,52.9,7.8,5.26,Franco-Arcilloso,Media,30.57,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
563,Boyacá,Hortaliza,Tomate,19.6,79.7,10.6,7.81,Arcilloso,Alta,54.68,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Bueno
564,Boyacá,Cultivo Agrícola,Trigo,29.9,45.8,9.8,6.83,Limoso,Baja,60.65,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
565,Sucre,Cultivo Agrícola,Trigo,7.4,76.5,5.5,6.18,Franco-Arcilloso,Media,35.12,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
566,Meta,Planta Tropical,Palma,21.6,72.3,8.1,5.3,Limoso,Media,43.78,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
567,Cesar,Hortaliza,Tomate,29.8,51.9,7.0,6.51,Arenoso,Baja,26.11,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
568,Antioquia,Hortaliza,Pimentón,26.4,83.6,7.2,6.63,Arcilloso,Media,12.02,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Regular
569,Cesar,Planta Tropical,Plátano,35.3,69.8,12.7,7.4,Franco-Arcilloso,Media,11.46,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
570,Bolívar,Hortaliza,Cebolla,23.9,37.6,5.4,6.47,Franco,Alta,31.09,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
571,Cesar,Cultivo Agrícola,Trigo,23.1,30.4,11.9,6.79,Arcilloso,Media,24.26,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
572,Magdalena,Planta Tropical,Plátano,32.3,84.3,4.8,6.69,Arcilloso,Media,17.28,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
573,Huila,Cultivo Agrícola,Arroz,37.0,56.4,10.6,5.65,Arenoso,Alta,17.85,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
574,Sucre,Cultivo Agrícola,Arroz,19.1,68.0,5.1,5.03,Franco-Arcilloso,Media,16.42,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Regular
575,Cauca,Cultivo Agrícola,Sorgo,40.5,82.3,12.2,5.72,Arenoso,Baja,8.04,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,1,Malo
576,Meta,Hortaliza,Tomate,19.9,74.4,7.8,5.18,Franco,Alta,35.25,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
577,Córdoba,Planta Tropical,Palma,36.2,75.0,6.2,6.59,Limoso,Media,26.51,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
578,Tolima,Planta Tropical,Café,19.2,75.6,2.0,5.15,Arcilloso,Media,19.54,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Excelente
579,Sucre,Planta Tropical,Yuca,31.8,63.5,5.5,5.2,Franco-Arcilloso,Media,12.14,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
580,Cesar,Hortaliza,Cebolla,17.7,41.7,13.3,7.67,Franco-Arcilloso,Media,32.36,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
581,Cundinamarca,Cultivo Agrícola,Arroz,38.5,83.3,6.9,4.6,Franco-Arcilloso,Alta,9.81,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
582,Cauca,Cultivo Agrícola,Sorgo,20.0,77.0,9.5,5.89,Arcilloso,Media,25.79,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Malo
583,Santander,Cultivo Agrícola,Maíz,16.5,67.2,8.4,6.31,Franco-Arcilloso,Media,16.78,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
584,Antioquia,Hortaliza,Tomate,13.1,52.9,6.2,5.78,Franco-Arcilloso,Alta,48.24,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
585,Cesar,Hortaliza,Cebolla,9.6,71.8,7.5,7.1,Arenoso,Media,51.74,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
586,Santander,Cultivo Agrícola,Maíz,38.0,39.1,6.0,6.02,Arcilloso,Baja,17.76,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
587,Valle del Cauca,Cultivo Agrícola,Maíz,26.3,64.7,6.3,6.92,Arenoso,Media,12.47,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
588,Boyacá,Planta Tropical,Yuca,17.4,58.5,9.2,7.29,Arcilloso,Baja,16.98,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Malo
589,Meta,Hortaliza,Pepino,21.4,90.7,13.8,6.65,Arcilloso,Media,6.35,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
590,Meta,Cultivo Agrícola,Trigo,9.0,66.1,5.4,6.99,Limoso,Media,33.65,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
591,Sucre,Planta Tropical,Palma,19.6,85.2,12.4,4.73,Arenoso,Baja,16.91,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Baja,2,Malo
592,Cesar,Cultivo Agrícola,Sorgo,20.3,79.7,12.4,7.28,Limoso,Media,23.87,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
593,Huila,Hortaliza,Cebolla,20.4,69.2,11.8,7.32,Limoso,Baja,29.26,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
594,Bolívar,Hortaliza,Cebolla,19.1,40.5,6.8,8.0,Franco,Media,44.11,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
595,Tolima,Hortaliza,Tomate,12.6,76.8,10.6,6.74,Franco-Arcilloso,Media,50.19,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
596,Meta,Cultivo Agrícola,Arroz,32.9,93.6,11.7,6.07,Limoso,Media,66.94,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
597,Córdoba,Cultivo Agrícola,Sorgo,35.9,29.2,10.9,7.43,Franco-Arcilloso,Media,25.32,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
598,Cauca,Cultivo Agrícola,Maíz,14.8,87.5,5.9,6.97,Arenoso,Baja,1.5,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,1,Malo
599,Huila,Hortaliza,Tomate,16.7,47.2,11.8,6.5,Arenoso,Media,19.42,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
600,Antioquia,Cultivo Agrícola,Maíz,32.1,52.0,8.0,6.01,Arcilloso,Baja,18.64,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Baja,3,Regular
601,Nariño,Planta Tropical,Yuca,17.4,80.8,9.1,5.28,Franco,Alta,31.5,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Regular
602,Sucre,Cultivo Agrícola,Frijol,16.2,61.0,8.2,5.68,Limoso,Baja,27.26,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
603,Boyacá,Cultivo Agrícola,Maíz,16.6,58.3,8.1,6.83,Franco-Arcilloso,Baja,15.25,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
604,Nariño,Hortaliza,Cebolla,22.1,61.9,11.1,7.21,Franco-Arcilloso,Baja,29.01,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
605,Magdalena,Planta Tropical,Plátano,26.5,73.7,5.7,5.02,Arenoso,Media,19.79,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
